dataset_id,cell_count,unique_cell_types,tissues,diseases,tissue_general_query
31f04740-c712-4c4b-a3f8-55c0506b3034,0,0,,,blood;brain;intestine;kidney;liver;lung
31f657dc-1875-4c4b-a5ca-ce63b3ef3a82,0,0,,,blood;brain;intestine;kidney;liver;lung
322c816f-608a-4da1-99c4-36ca4ad45146,0,0,,,blood;brain;intestine;kidney;liver;lung
3241c34f-581a-4de3-81fe-28e3de182680,9687,28,blood,HIV infectious disease;HIV infectious disease || leishmaniasis;normal,blood;brain;intestine;kidney;liver;lung
325044a1-4766-4104-8da9-abdfd1397e74,0,0,,,blood;brain;intestine;kidney;liver;lung
3294d050-6eeb-4a00-b24c-71aacc9b777f,0,0,,,blood;brain;intestine;kidney;liver;lung
32b9bdce-2481-4c85-ba1b-6ad5fcea844c,0,0,,,blood;brain;intestine;kidney;liver;lung
32e8a3d7-7b15-4f80-a0ff-6d2fc531e972,0,0,,,blood;brain;intestine;kidney;liver;lung
34229bdc-a895-4394-8820-574e4028d8c6,31924,1,brain,normal,blood;brain;intestine;kidney;liver;lung
343ff97c-85df-494b-8400-beb937618611,0,0,,,blood;brain;intestine;kidney;liver;lung
34deb33b-a50e-4993-a38b-1c0e5079c1c2,0,0,,,blood;brain;intestine;kidney;liver;lung
34f5307e-7b4d-4a48-b68f-2ba844c6414b,0,0,,,blood;brain;intestine;kidney;liver;lung
350237e0-9f48-4cbd-9140-3b44495549f3,654947,49,lung,normal,blood;brain;intestine;kidney;liver;lung
35090826-f636-40c1-a3ef-4466beeab9f8,0,0,,,blood;brain;intestine;kidney;liver;lung
359f7af4-87d4-4117-9d6c-ca4cfa1f3f0b,0,0,,,blood;brain;intestine;kidney;liver;lung
35c8a04c-8639-4d15-8228-765d8d93fc96,0,0,,,blood;brain;intestine;kidney;liver;lung
364348b4-bc34-4fe1-a851-60d99e36cafa,0,0,,,blood;brain;intestine;kidney;liver;lung
364bd0c7-f7fd-48ed-99c1-ae26872b1042,0,0,,,blood;brain;intestine;kidney;liver;lung
367b55f4-d543-49aa-90e8-4765fcb8c687,0,0,,,blood;brain;intestine;kidney;liver;lung
36c867a7-be10-4e69-9b39-5de12b0af6da,0,0,,,blood;brain;intestine;kidney;liver;lung
374edd6c-e163-461d-a036-d0dbbca7e8db,0,0,,,blood;brain;intestine;kidney;liver;lung
37a17b78-4864-4a42-b67b-31c00962795a,0,0,,,blood;brain;intestine;kidney;liver;lung
37b21763-7f0f-41ae-9001-60bad6e2841d,0,0,,,blood;brain;intestine;kidney;liver;lung
381aa407-317a-40ef-8048-7ce0eacc4266,0,0,,,blood;brain;intestine;kidney;liver;lung
38491c97-ce53-43d6-b34a-ef93176c9481,0,0,,,blood;brain;intestine;kidney;liver;lung
387acac5-48cd-4f25-880e-523114ccb006,0,0,,,blood;brain;intestine;kidney;liver;lung
389bfbb9-8ef1-4582-8c41-410131c3d0eb,0,0,,,blood;brain;intestine;kidney;liver;lung
390b376d-8857-4b4b-991f-0d7326938172,4112,1,brain,normal,blood;brain;intestine;kidney;liver;lung
3966ba97-beb8-4d0b-9954-d3775cd2cd61,0,0,,,blood;brain;intestine;kidney;liver;lung
396a9124-fb20-4822-bf9c-e93fdf7c999a,0,0,,,blood;brain;intestine;kidney;liver;lung
39ed7d98-676d-4b8d-9d0a-0f3b60914ead,49533,4,brain,normal,blood;brain;intestine;kidney;liver;lung
39f6fec9-2539-4b99-982b-f12888ef649a,0,0,,,blood;brain;intestine;kidney;liver;lung
3a1df9df-425e-451f-9d69-1ba7985296d9,0,0,,,blood;brain;intestine;kidney;liver;lung
3a702020-cf66-4ef5-9d11-4a5e835b7efb,0,0,,,blood;brain;intestine;kidney;liver;lung
3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c,0,0,,,blood;brain;intestine;kidney;liver;lung
3a805b8d-c9d8-4c9b-881f-0eefa635974d,0,0,,,blood;brain;intestine;kidney;liver;lung
3affa268-8a74-460a-ac9b-a984c0832469,0,0,,,blood;brain;intestine;kidney;liver;lung
3b6ed41e-10a1-47dd-b995-8cde7d041fd6,0,0,,,blood;brain;intestine;kidney;liver;lung
3b8b5de4-3aa1-4ac6-8890-8d03c8219981,0,0,,,blood;brain;intestine;kidney;liver;lung
3bfd5174-5b49-4e58-b233-ed0f4edd0bec,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung
3c361813-5d5e-4868-bfe5-e7591e7b5381,0,0,,,blood;brain;intestine;kidney;liver;lung
3c364ffe-d599-44d5-a77f-6c5fd7038cf6,0,0,,,blood;brain;intestine;kidney;liver;lung
3c4c21e0-00c9-4e9d-8cfd-62ebef62b8eb,0,0,,,blood;brain;intestine;kidney;liver;lung
3c75a463-6a87-4132-83a8-c3002624394d,95064,24,blood,common variable immunodeficiency;normal,blood;brain;intestine;kidney;liver;lung
3cb646ab-d411-4e5b-89eb-082a786c953b,1350748,38,blood,normal,blood;brain;intestine;kidney;liver;lung
3d044b52-140a-4528-bf0d-a2dbef9e1f40,0,0,,,blood;brain;intestine;kidney;liver;lung
3d0d6923-a2c4-476f-a53e-3b7bfa010d90,0,0,,,blood;brain;intestine;kidney;liver;lung
3dc61ca1-ce40-46b6-8337-f27260fd9a03,71752,77,lung,normal,blood;brain;intestine;kidney;liver;lung
3de0ad6d-4378-4f62-b37b-ec0b75a50d94,0,0,,,blood;brain;intestine;kidney;liver;lung
3e4e2c8e-cd17-4ece-9141-1e7f4ce8da1f,0,0,,,blood;brain;intestine;kidney;liver;lung
3e524d45-2265-4440-b903-3c30d51a0b17,0,0,,,blood;brain;intestine;kidney;liver;lung
3e55180c-780a-4424-9434-5296640ffc0d,7774,10,brain,normal,blood;brain;intestine;kidney;liver;lung
3e87b1fa-472a-401c-8fa8-f31c10437d5f,0,0,,,blood;brain;intestine;kidney;liver;lung
3f1c0eb7-c2b2-435c-af1b-793670935fd9,0,0,,,blood;brain;intestine;kidney;liver;lung
3f31f8ce-bbf6-4df8-8203-aa240ed03026,0,0,,,blood;brain;intestine;kidney;liver;lung
3f32121d-126b-4e8d-9f69-d86502d2a1b1,0,0,,,blood;brain;intestine;kidney;liver;lung
3f56901c-dd4a-47d6-b60b-7b0c0111cfb2,0,0,,,blood;brain;intestine;kidney;liver;lung
3f6ab2aa-6c63-4753-b652-3a9b9e7c8ee5,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung
3f766409-fcd6-4553-99e8-259bc24a6be6,0,0,,,blood;brain;intestine;kidney;liver;lung
3faad104-2ab8-4434-816d-474d8d2641db,1248980,29,blood,normal,blood;brain;intestine;kidney;liver;lung
4023a2bc-6325-47db-bfdf-9639e91042c2,61399,5,lung,normal,blood;brain;intestine;kidney;liver;lung
40318d39-3d8f-49f4-8455-a2e1365c5c5b,0,0,,,blood;brain;intestine;kidney;liver;lung
40569510-2282-461b-84df-6218ef208e0e,0,0,,,blood;brain;intestine;kidney;liver;lung
40a0ade8-6067-4e22-9224-4d3c5e9bfc0d,0,0,,,blood;brain;intestine;kidney;liver;lung
40e79234-65e8-45e9-b555-5c663154a108,0,0,,,blood;brain;intestine;kidney;liver;lung
420d0f5d-b7ba-4b1e-88d0-44e9f733febd,1712244,38,blood,normal,blood;brain;intestine;kidney;liver;lung
421e5f54-5de7-425f-b399-34ead0651ce1,0,0,,,blood;brain;intestine;kidney;liver;lung
4269074c-f2c1-4d88-b2c3-0946f59d5449,0,0,,,blood;brain;intestine;kidney;liver;lung
429d21fd-bb9a-4abf-922b-c15138524bdd,108613,13,lung,normal,blood;brain;intestine;kidney;liver;lung
42b6a476-c51d-4f8b-b68b-44941b3a11bf,0,0,,,blood;brain;intestine;kidney;liver;lung
4319097a-acae-4124-beed-d1173ffe1464,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung
43245158-5ae1-4e71-a9a6-67eef49c26bc,0,0,,,blood;brain;intestine;kidney;liver;lung
432f3af5-6a79-401f-b315-fb2df789f32c,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung
43560d7c-acd6-4ede-830d-c9ffc6cd0862,15216,9,liver,normal,blood;brain;intestine;kidney;liver;lung
4398dcfc-f86b-4d52-aa9f-1f2cf902c0cf,0,0,,,blood;brain;intestine;kidney;liver;lung
43a1506b-aa9e-46a3-b288-d210f4595ddf,20475,8,lung,normal,blood;brain;intestine;kidney;liver;lung
43aa19d2-c723-4822-979d-d2f0239835e0,0,0,,,blood;brain;intestine;kidney;liver;lung
43b7e156-65b3-4a7b-8c7a-08528e4b21d0,0,0,,,blood;brain;intestine;kidney;liver;lung
4442d412-91cb-4261-acca-8adf5fa04c11,0,0,,,blood;brain;intestine;kidney;liver;lung
44882825-0da1-4547-b721-2c6105d4a9d1,0,0,,,blood;brain;intestine;kidney;liver;lung
44941fdb-8a6f-42d5-9b34-da48c2a3f774,0,0,,,blood;brain;intestine;kidney;liver;lung
44c83972-e5d2-4858-ac58-2df9f4bf564b,0,0,,,blood;brain;intestine;kidney;liver;lung
44c93f2b-dd66-4d15-81ef-de9394c76290,0,0,,,blood;brain;intestine;kidney;liver;lung
456e8b9b-f872-488b-871d-94534090a865,44721,19,blood,COVID-19;normal,blood;brain;intestine;kidney;liver;lung
4593c820-512d-4805-a10f-c0b864a7cc8c,0,0,,,blood;brain;intestine;kidney;liver;lung
459dc9de-9ab8-4e4d-ac44-182595b1c18b,0,0,,,blood;brain;intestine;kidney;liver;lung
460dfe21-0550-4521-92fe-db0f3036d8b0,18122,7,blood,B-cell acute lymphoblastic leukemia,blood;brain;intestine;kidney;liver;lung
46104f0b-9af5-466a-ae0f-56b8dc1969a2,2616824,38,blood,normal,blood;brain;intestine;kidney;liver;lung
46f6fd9d-1bef-4ac7-a26a-b074e105b475,0,0,,,blood;brain;intestine;kidney;liver;lung
46ff9dc2-3d87-4b36-91aa-ffa8aa13c52e,0,0,,,blood;brain;intestine;kidney;liver;lung
470565f2-5afc-456a-b617-18e4496c04fd,0,0,,,blood;brain;intestine;kidney;liver;lung
471647b3-04fe-4c76-8372-3264feb950e8,21848,12,blood;liver,normal,blood;brain;intestine;kidney;liver;lung
47214e12-ee1e-4a89-ba9e-48136cfdeef8,0,0,,,blood;brain;intestine;kidney;liver;lung
4724c395-0c46-46d2-81f7-60fd271fb488,0,0,,,blood;brain;intestine;kidney;liver;lung
47e00f43-6176-44a5-b4d1-f88a1920fcab,1750565,38,blood,normal,blood;brain;intestine;kidney;liver;lung
48101fa2-1a63-4514-b892-53ea1d3a8657,0,0,,,blood;brain;intestine;kidney;liver;lung
482954b2-0456-4901-b379-b62f99c0ab2d,0,0,,,blood;brain;intestine;kidney;liver;lung
4859642c-d155-437b-adf5-83ca6c1bef67,582,1,brain,normal,blood;brain;intestine;kidney;liver;lung
486486d4-9462-43e5-9249-eb43fa5a49a6,0,0,,,blood;brain;intestine;kidney;liver;lung
489318a0-24c3-4f5c-b105-f084ed0ea026,0,0,,,blood;brain;intestine;kidney;liver;lung
489eaa11-c119-4a5f-b44b-81e33c80c0ef,0,0,,,blood;brain;intestine;kidney;liver;lung
48c4a72a-bc2a-4d7c-9146-a7c2ab1d7d9f,0,0,,,blood;brain;intestine;kidney;liver;lung
492d9f77-c4c8-485d-92d7-7686fe6c8482,0,0,,,blood;brain;intestine;kidney;liver;lung
493a8b60-d676-44d1-b022-d14c1ad0b36c,0,0,,,blood;brain;intestine;kidney;liver;lung
494faa16-c42d-4b66-8667-f66a3bcacb01,0,0,,,blood;brain;intestine;kidney;liver;lung
4976b234-9028-4b4b-8a2f-8ac59d636219,0,0,,,blood;brain;intestine;kidney;liver;lung
4993d61c-1d04-4630-9c61-8d9431f39adc,1167,4,liver,normal,blood;brain;intestine;kidney;liver;lung
49dbdcb6-f1d5-4423-9999-1e4a6b67d10b,0,0,,,blood;brain;intestine;kidney;liver;lung
4a5b00e0-1ba3-4fd4-af89-d3512eb20720,516121,9,blood,hematologic disorder;myelodysplastic syndrome;myelodysplastic/myeloproliferative disease;normal,blood;brain;intestine;kidney;liver;lung
4a90bbba-df97-4a28-83ae-7386fe7d9167,0,0,,,blood;brain;intestine;kidney;liver;lung
4b5afdf9-9299-4655-9218-c9f67b3776e7,0,0,,,blood;brain;intestine;kidney;liver;lung
4b6af54a-4a21-46e0-bc8d-673c0561a836,18386,9,lung,normal;pulmonary emphysema,blood;brain;intestine;kidney;liver;lung
4b83f213-b96b-4c87-a884-9b81faddb194,22370,11,brain,normal,blood;brain;intestine;kidney;liver;lung
4c4cd77c-8fee-4836-9145-16562a8782fe,0,0,,,blood;brain;intestine;kidney;liver;lung
4c6f9f26-5470-455b-8933-c408232fbf56,2576,5,kidney,chromophobe renal cell carcinoma,blood;brain;intestine;kidney;liver;lung
4cdd25a4-f4fa-4c13-b8a9-80cf28511d46,0,0,,,blood;brain;intestine;kidney;liver;lung
4ce8d8ec-b94c-4b79-afcb-b094336d8a78,8219,6,liver,normal,blood;brain;intestine;kidney;liver;lung
4d2e0563-cf4a-48bd-aa7f-efc26025b53a,0,0,,,blood;brain;intestine;kidney;liver;lung
4d43082e-59cd-43ac-b77d-54d55519c881,0,0,,,blood;brain;intestine;kidney;liver;lung
4dd00779-7f73-4f50-89bb-e2d3c6b71b18,0,0,,,blood;brain;intestine;kidney;liver;lung
4dd1cd23-fc4d-4fd1-9709-602540f3ca6f,0,0,,,blood;brain;intestine;kidney;liver;lung
4e374783-0152-423e-bcb6-b87cc232f64d,19711,1,brain,normal,blood;brain;intestine;kidney;liver;lung
4e38f019-f8e8-44ae-ad32-ba500de6f64c,0,0,,,blood;brain;intestine;kidney;liver;lung
4e74d843-8d7a-497a-918a-f079ef141b6d,0,0,,,blood;brain;intestine;kidney;liver;lung
4ebcbeeb-2208-4d30-acb2-8142a5201814,0,0,,,blood;brain;intestine;kidney;liver;lung
4ed927e9-c099-49af-b8ce-a2652d069333,0,0,,,blood;brain;intestine;kidney;liver;lung
4f1555bc-4664-46c3-a606-78d34dd10d92,0,0,,,blood;brain;intestine;kidney;liver;lung
4fb330ab-2d74-4649-b58f-7ffef457efdf,0,0,,,blood;brain;intestine;kidney;liver;lung
5097d77d-08fa-4105-a18f-4072d61522a4,0,0,,,blood;brain;intestine;kidney;liver;lung
50dc91a1-36b6-472a-b884-7307b6961ab1,0,0,,,blood;brain;intestine;kidney;liver;lung
50eb1e23-b8d4-4f76-a184-44e5541fa05a,4755,7,blood,COVID-19,blood;brain;intestine;kidney;liver;lung
514329cb-2f22-4e7b-b789-75ea1a1e0067,0,0,,,blood;brain;intestine;kidney;liver;lung
518d9049-2a76-44f8-8abc-1e2b59ab5ba1,0,0,,,blood;brain;intestine;kidney;liver;lung
51d9716c-50bb-4fd8-8d1e-7d9329969cb7,11177,8,intestine,normal,blood;brain;intestine;kidney;liver;lung
51f476f7-b24d-42f3-8871-7dab3fa35e96,0,0,,,blood;brain;intestine;kidney;liver;lung
524d4513-8afd-4120-9b7b-fe31ae10c29b,0,0,,,blood;brain;intestine;kidney;liver;lung
524e045e-e74c-4e00-9884-d5c3bef3d862,0,0,,,blood;brain;intestine;kidney;liver;lung
5263b821-82f6-4344-acf7-a3821ef0c1bf,0,0,,,blood;brain;intestine;kidney;liver;lung
527641f0-df64-4c80-957c-a65dccd477bc,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung
529bb209-9d7b-44da-bfa4-f6e4745c46c2,0,0,,,blood;brain;intestine;kidney;liver;lung
52ea546e-9229-40ef-b048-a2e694dd73e8,0,0,,,blood;brain;intestine;kidney;liver;lung
52f18bc3-52d9-487b-bf8f-f0b7aa684b09,0,0,,,blood;brain;intestine;kidney;liver;lung
531c9543-9093-45ed-93ac-ebc5815bfb8a,0,0,,,blood;brain;intestine;kidney;liver;lung
5346f9c6-755e-4336-94cc-38706ec00c2f,0,0,,,blood;brain;intestine;kidney;liver;lung
535e9336-2d8d-43c3-944d-bcbebe20df8a,0,0,,,blood;brain;intestine;kidney;liver;lung
53bc5729-6202-4351-bc99-1f36139e9dc4,0,0,,,blood;brain;intestine;kidney;liver;lung
53ce2631-3646-4172-bbd9-38b0a44d8214,0,0,,,blood;brain;intestine;kidney;liver;lung
53d208b0-2cfd-4366-9866-c3c6114081bc,184670,34,blood;kidney;liver;lung,normal,blood;brain;intestine;kidney;liver;lung
53d9dafe-deb9-40b2-8bb4-38774fc8fc02,0,0,,,blood;brain;intestine;kidney;liver;lung
5467c340-864c-4810-86ef-647039c07148,0,0,,,blood;brain;intestine;kidney;liver;lung
547b47fa-d4e4-439e-bace-5b3b0f45fa23,0,0,,,blood;brain;intestine;kidney;liver;lung
54999653-92b5-40e8-8438-0456ddb62cb2,0,0,,,blood;brain;intestine;kidney;liver;lung
54d56674-e4e1-4e3c-9110-ea5cc2ac0eb5,0,0,,,blood;brain;intestine;kidney;liver;lung
54ea5aba-3413-4c6b-a925-b4f1635d6580,0,0,,,blood;brain;intestine;kidney;liver;lung
55003f67-c494-46f1-83fb-902745646379,0,0,,,blood;brain;intestine;kidney;liver;lung
5500c673-1610-40a0-86d9-64d987ae50e6,0,0,,,blood;brain;intestine;kidney;liver;lung
551ad2bc-2e82-4541-8aab-849988d43752,0,0,,,blood;brain;intestine;kidney;liver;lung
5525b4bd-e4e1-49d2-8734-0e7e14c5515f,0,0,,,blood;brain;intestine;kidney;liver;lung
55ca4411-8c7d-4aef-a572-50852e030c05,0,0,,,blood;brain;intestine;kidney;liver;lung
55cf0ea3-9d2b-4294-871e-bb4b49a79fc7,0,0,,,blood;brain;intestine;kidney;liver;lung
5662e542-8cf7-487b-8423-f50b64dc6421,0,0,,,blood;brain;intestine;kidney;liver;lung
569bce19-14c3-436f-bebf-543e5ea025dc,0,0,,,blood;brain;intestine;kidney;liver;lung
56a4bc14-9407-45fd-8786-f7f6fc87c9dd,0,0,,,blood;brain;intestine;kidney;liver;lung
56c33a38-2732-4e53-a9c1-1bc61eda9a99,0,0,,,blood;brain;intestine;kidney;liver;lung
56c4912d-2bae-4b64-98f2-af8a84389208,1092789,18,brain,glioblastoma,blood;brain;intestine;kidney;liver;lung
572f3f3e-d3e4-4d13-8e2b-88215e508481,0,0,,,blood;brain;intestine;kidney;liver;lung
574e9f9e-f8b4-41ef-bf19-89a9964fd9c7,0,0,,,blood;brain;intestine;kidney;liver;lung
576f193c-75d0-4a11-bd25-8676587e6dc2,107174,11,brain;liver;lung,lung adenocarcinoma;normal;small cell lung carcinoma,blood;brain;intestine;kidney;liver;lung
577b8c6e-892b-4d62-b140-1fdca940a649,0,0,,,blood;brain;intestine;kidney;liver;lung
5829c7ba-697f-418e-8b98-d605b192dc48,0,0,,,blood;brain;intestine;kidney;liver;lung
584a1915-74ac-4659-a953-f2db8c6a90c5,0,0,,,blood;brain;intestine;kidney;liver;lung
58679288-9ecc-4647-9781-12a3a8f8c6fd,0,0,,,blood;brain;intestine;kidney;liver;lung
589fe605-6d49-4abe-bff8-1675511c689a,0,0,,,blood;brain;intestine;kidney;liver;lung
58c43cc2-e00e-43c4-94eb-8501369264e1,0,0,,,blood;brain;intestine;kidney;liver;lung
58f43044-cd3c-42b8-bc0b-3498eb236359,35317,51,brain,normal,blood;brain;intestine;kidney;liver;lung
595c9010-99ec-462d-b6a1-2b2fe5407871,0,0,,,blood;brain;intestine;kidney;liver;lung
59632ec0-6f10-48c6-af79-81024e84843e,7750,10,blood,normal,blood;brain;intestine;kidney;liver;lung
598100f7-01da-4de4-998a-05917fd6c446,0,0,,,blood;brain;intestine;kidney;liver;lung
59923449-e303-43e6-9e63-03ef92f5ebd1,0,0,,,blood;brain;intestine;kidney;liver;lung
599504e5-d4ad-45bd-9128-823faf0fb9c9,0,0,,,blood;brain;intestine;kidney;liver;lung
59b69042-47c2-47fd-ad03-d21beb99818f,49139,25,blood,COVID-19;normal,blood;brain;intestine;kidney;liver;lung
5a11f879-d1ef-458a-910c-9b0bdfca5ebf,0,0,,,blood;brain;intestine;kidney;liver;lung
5a73f63f-18a2-49b5-b431-2c469c41a41b,0,0,,,blood;brain;intestine;kidney;liver;lung
5a9cfb44-494a-4540-8db8-7143b1bb5a6f,0,0,,,blood;brain;intestine;kidney;liver;lung
5ae6ab72-1927-4d5b-9826-86be65791293,0,0,,,blood;brain;intestine;kidney;liver;lung
5af90777-6760-4003-9dba-8f945fec6fdf,253040,45,blood;kidney,kidney benign neoplasm;kidney oncocytoma;nonpapillary renal cell carcinoma;normal,blood;brain;intestine;kidney;liver;lung
5b25a46f-f1cf-4caa-9e10-6ab81dfe9174,12822,28,blood,HIV infectious disease || visceral leishmaniasis,blood;brain;intestine;kidney;liver;lung
5ba85070-a41c-4184-9c18-cf34c3fd0f62,0,0,,,blood;brain;intestine;kidney;liver;lung
5bc23cb2-8cfc-4960-bab1-c3027fbeefc4,0,0,,,blood;brain;intestine;kidney;liver;lung
5bc42b88-bb76-4954-927b-8bb7369adc64,11266,12,blood,normal,blood;brain;intestine;kidney;liver;lung
5bdc423a-59e6-457d-aa01-debd2c9c564f,0,0,,,blood;brain;intestine;kidney;liver;lung
5c97eeeb-7e52-44b3-b010-b832b1f5424c,0,0,,,blood;brain;intestine;kidney;liver;lung
5cdbb2ea-c622-466d-9ead-7884ad8cb99f,0,0,,,blood;brain;intestine;kidney;liver;lung
5ce42b38-d867-487f-9b40-e8bb00b21d0b,0,0,,,blood;brain;intestine;kidney;liver;lung
5d3fc988-765d-48ba-bfb5-151ef2988cac,0,0,,,blood;brain;intestine;kidney;liver;lung
5e57cd50-8e42-42d6-940d-5c1660d06864,0,0,,,blood;brain;intestine;kidney;liver;lung
5e5ab909-f73f-4b57-98a0-6d2c5662f6a4,0,0,,,blood;brain;intestine;kidney;liver;lung
5e5e7a2f-8f1c-42ac-90dc-b4f80f38e84c,0,0,,,blood;brain;intestine;kidney;liver;lung
5e717147-0f75-4de1-8bd2-6fda01b8d75f,90957,22,blood,COVID-19;normal,blood;brain;intestine;kidney;liver;lung
5e7fff82-b8eb-4220-bf65-c6feb6765ea1,563,1,brain,normal,blood;brain;intestine;kidney;liver;lung
5e9fbc0b-16ff-4245-bd59-c22d4113c017,0,0,,,blood;brain;intestine;kidney;liver;lung
5ea56ccf-4662-4303-9d49-abc69b1c435a,0,0,,,blood;brain;intestine;kidney;liver;lung
5ed90bc0-12f3-4354-b314-0ce0dbb96458,0,0,,,blood;brain;intestine;kidney;liver;lung
5ee552f5-834c-4766-92c8-5a09dfd45767,0,0,,,blood;brain;intestine;kidney;liver;lung
5f2d5734-b90a-4d19-bb5f-1ff473259d10,0,0,,,blood;brain;intestine;kidney;liver;lung
5f4556b6-017e-49b3-b31c-c6e8e226c9fb,0,0,,,blood;brain;intestine;kidney;liver;lung
5fde5c9c-5b1e-4df5-982a-3f8e7635161f,1206761,38,blood,cytomegalovirus infection,blood;brain;intestine;kidney;liver;lung
601c7454-17ff-432c-8e0d-902bfddb8013,0,0,,,blood;brain;intestine;kidney;liver;lung
605b89b1-c474-4180-8c0b-88afb5920991,0,0,,,blood;brain;intestine;kidney;liver;lung
60a29d0b-1a37-4447-ac32-00d701580b47,7813,35,kidney,normal,blood;brain;intestine;kidney;liver;lung
61adb974-beea-432e-9b4f-677d9cb22ece,0,0,,,blood;brain;intestine;kidney;liver;lung
61af564d-e5ea-4d34-a0f3-2668a00db376,0,0,,,blood;brain;intestine;kidney;liver;lung
61d327d1-2227-4c5f-9367-e3559dc79b07,0,0,,,blood;brain;intestine;kidney;liver;lung
6202f287-c6f8-48f3-a296-8c8341251187,0,0,,,blood;brain;intestine;kidney;liver;lung
62315937-e268-4fa5-a032-8f7d776f3a3f,0,0,,,blood;brain;intestine;kidney;liver;lung
62527b1a-826c-423d-b123-e495846979a9,0,0,,,blood;brain;intestine;kidney;liver;lung
